sample.id	brc	crop	microbiome_compartment	case_study	fertilization	drought	irrigation	drought_tolerance	genotype	site	cropping_system	plot	Year	Sampling Location	Replicate	Sampling Date	Nitrogen conc	Days after fertilization	Treatment	Line	Block	Harvest
SABR.3.P05.B.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P05	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P05.B.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P05	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P05.R.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P05	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P05.R.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P05	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P06.B.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P06	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P06.B.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P06	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P06.R.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P06	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P06.R.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P06	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P07.B.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P07	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P07.B.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P07	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P07.R.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P07	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P07.R.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P07	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P08.B.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P08	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P08.B.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P08	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P08.R.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P08	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P08.R.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P08	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P09.B.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P09	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P09.B.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P09	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P09.R.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P09	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P09.R.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P09	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P10.B.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P10	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P10.B.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P10	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P10.R.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P10	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P10.R.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P10	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P11.B.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P11	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P11.B.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P11	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P11.R.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P11	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P11.R.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P11	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P12.B.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P12	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P12.B.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P12	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P12.R.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P12	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P12.R.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P12	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P13.B.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P13	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P13.B.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P13	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P13.R.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P13	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P13.R.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P13	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P14.B.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P14	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P14.B.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P14	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P14.R.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P14	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P14.R.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P14	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P15.B.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P15	2023	Interrow	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P15.B.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P15	2023	Interrow	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P15.R.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P15	2023	Row	a	6/26/23	NA	NA	NA	NA	NA	NA
SABR.3.P15.R.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P15	2023	Row	b	6/26/23	NA	NA	NA	NA	NA	NA
SABR.4.P01.B.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P01	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P01.B.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P01	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P01.R.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P01	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P01.R.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P01	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P02.B.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P02	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P02.B.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P02	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P02.R.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P02	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P02.R.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P02	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P03.B.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P03	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P03.B.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P03	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P03.R.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P03	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P03.R.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P03	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P04.B.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P04	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P04.B.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P04	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P04.R.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P04	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P04.R.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P04	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P05.B.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P05	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P05.B.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P05	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P05.R.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P05	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P05.R.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P05	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P06.B.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P06	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P06.B.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P06	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P06.R.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P06	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P06.R.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P06	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P07.B.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P07	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P07.B.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P07	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P07.R.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P07	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P07.R.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P07	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P08.B.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P08	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P08.B.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P08	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P08.R.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P08	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P08.R.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P08	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P09.B.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P09	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P09.B.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P09	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P09.R.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P09	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P09.R.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P09	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P10.B.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P10	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P10.B.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P10	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P10.R.a	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P10	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P10.R.b	cabbi	Soy	Rhizosphere	spatial	Unfert	NA	NA	NA	NA	NA	NA	P10	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P11.B.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P11	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P11.B.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P11	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P11.R.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P11	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P11.R.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P11	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P12.B.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P12	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P12.B.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P12	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P12.R.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P12	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P12.R.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P12	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P13.B.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P13	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P13.B.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P13	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P13.R.a	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P13	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P13.R.b	cabbi	Sorghum + Rye	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P13	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P14.B.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P14	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P14.B.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P14	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P14.R.a	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P14	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P14.R.b	cabbi	Corn	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P14	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P15.B.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P15	2023	Interrow	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P15.B.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P15	2023	Interrow	b	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P15.R.a	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P15	2023	Row	a	7/19/23	NA	NA	NA	NA	NA	NA
SABR.4.P15.R.b	cabbi	Sorghum	Rhizosphere	spatial	Fert	NA	NA	NA	NA	NA	NA	P15	2023	Row	b	7/19/23	NA	NA	NA	NA	NA	NA
X1001	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	3	2018	NA	NA	NA	300	-14	NA	NA	NA	NA
X1002	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	3	2018	NA	NA	NA	300	-14	NA	NA	NA	NA
X1003	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	3	2018	NA	NA	NA	300	-14	NA	NA	NA	NA
X1004	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	4	2018	NA	NA	NA	0	-14	NA	NA	NA	NA
X1005	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	4	2018	NA	NA	NA	0	-14	NA	NA	NA	NA
X1006	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	4	2018	NA	NA	NA	0	-14	NA	NA	NA	NA
X1007	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	5	2018	NA	NA	NA	200	-14	NA	NA	NA	NA
X1008	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	5	2018	NA	NA	NA	200	-14	NA	NA	NA	NA
X1009	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	5	2018	NA	NA	NA	200	-14	NA	NA	NA	NA
X1010	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	6	2018	NA	NA	NA	300	-14	NA	NA	NA	NA
X1011	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	6	2018	NA	NA	NA	300	-14	NA	NA	NA	NA
X1012	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	6	2018	NA	NA	NA	300	-14	NA	NA	NA	NA
X1013	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	7	2018	NA	NA	NA	0	-14	NA	NA	NA	NA
X1014	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	7	2018	NA	NA	NA	0	-14	NA	NA	NA	NA
X1015	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	7	2018	NA	NA	NA	0	-14	NA	NA	NA	NA
X1016	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	9	2018	NA	NA	NA	200	-14	NA	NA	NA	NA
X1017	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	9	2018	NA	NA	NA	200	-14	NA	NA	NA	NA
X1018	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	9	2018	NA	NA	NA	200	-14	NA	NA	NA	NA
X1019	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	12	2018	NA	NA	NA	200	-14	NA	NA	NA	NA
X1020	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	12	2018	NA	NA	NA	200	-14	NA	NA	NA	NA
X1021	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	12	2018	NA	NA	NA	200	-14	NA	NA	NA	NA
X1022	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	13	2018	NA	NA	NA	300	-14	NA	NA	NA	NA
X1023	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	13	2018	NA	NA	NA	300	-14	NA	NA	NA	NA
X1024	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	13	2018	NA	NA	NA	300	-14	NA	NA	NA	NA
X1025	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	14	2018	NA	NA	NA	0	-14	NA	NA	NA	NA
X1026	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	14	2018	NA	NA	NA	0	-14	NA	NA	NA	NA
X1027	cabbi	Corn	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	14	2018	NA	NA	NA	0	-14	NA	NA	NA	NA
X1028	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	3	2015	NA	NA	NA	400	-14	NA	NA	NA	NA
X1029	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	3	2015	NA	NA	NA	400	-14	NA	NA	NA	NA
X1030	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	3	2015	NA	NA	NA	400	-14	NA	NA	NA	NA
X1031	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	4	2015	NA	NA	NA	0	-14	NA	NA	NA	NA
X1032	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	4	2015	NA	NA	NA	0	-14	NA	NA	NA	NA
X1033	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	4	2015	NA	NA	NA	0	-14	NA	NA	NA	NA
X1034	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	5	2015	NA	NA	NA	200	-14	NA	NA	NA	NA
X1035	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	5	2015	NA	NA	NA	200	-14	NA	NA	NA	NA
X1036	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	5	2015	NA	NA	NA	200	-14	NA	NA	NA	NA
X1037	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	6	2016	NA	NA	NA	400	-14	NA	NA	NA	NA
X1038	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	6	2016	NA	NA	NA	400	-14	NA	NA	NA	NA
X1039	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	6	2016	NA	NA	NA	400	-14	NA	NA	NA	NA
X1040	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	7	2016	NA	NA	NA	0	-14	NA	NA	NA	NA
X1041	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	7	2016	NA	NA	NA	0	-14	NA	NA	NA	NA
X1042	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	7	2016	NA	NA	NA	0	-14	NA	NA	NA	NA
X1043	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	9	2016	NA	NA	NA	200	-14	NA	NA	NA	NA
X1044	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	9	2016	NA	NA	NA	200	-14	NA	NA	NA	NA
X1045	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	9	2016	NA	NA	NA	200	-14	NA	NA	NA	NA
X1046	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	12	2017	NA	NA	NA	200	-14	NA	NA	NA	NA
X1047	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	12	2017	NA	NA	NA	200	-14	NA	NA	NA	NA
X1048	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	12	2017	NA	NA	NA	200	-14	NA	NA	NA	NA
X1049	cabbi	Miscanthus	Rhizosphere	fertilization	Unfert	NA	NA	NA	NA	NA	NA	13	2017	NA	NA	NA	400	-14	NA	NA	NA	NA
